time	V(1khz)	V(10hz)	V(100hz)	V(v1)	V(v2)	V(v3)
1.912107713492671e-002	-6.244942e-002	8.875188e-001	-6.874332e-001	9.325501e-001	-5.245986e-001	6.894649e-001
1.916185238490684e-002	-4.369503e-002	8.886709e-001	-6.832232e-001	9.334720e-001	-5.026174e-001	8.505070e-001
1.918972925906226e-002	-2.785265e-002	8.894540e-001	-6.799957e-001	9.340987e-001	-4.873987e-001	9.291489e-001
1.920994204805832e-002	-1.565066e-002	8.900200e-001	-6.775141e-001	9.345514e-001	-4.762702e-001	9.684926e-001
1.922503861843658e-002	-6.314176e-003	8.904416e-001	-6.755783e-001	9.348885e-001	-4.679084e-001	9.877263e-001
1.924332523770437e-002	5.063297e-003	8.909512e-001	-6.731448e-001	9.352957e-001	-4.577233e-001	9.991207e-001
1.926251788524372e-002	1.689444e-002	8.914847e-001	-6.704945e-001	9.357218e-001	-4.469686e-001	9.969085e-001
1.928537499775514e-002	3.048685e-002	8.921182e-001	-6.671911e-001	9.362274e-001	-4.340758e-001	9.754001e-001
1.932241920472323e-002	5.037910e-002	8.931403e-001	-6.615024e-001	9.370427e-001	-4.129917e-001	8.982508e-001
1.938136752751976e-002	7.533076e-002	8.947572e-001	-6.517407e-001	9.383298e-001	-3.789841e-001	6.782583e-001
1.944786858849985e-002	9.059045e-002	8.965668e-001	-6.396914e-001	9.397662e-001	-3.399976e-001	3.217255e-001
1.952905373670738e-002	8.814386e-002	8.987551e-001	-6.234931e-001	9.414976e-001	-2.916049e-001	-1.815378e-001
1.961417588092659e-002	6.488327e-002	9.010288e-001	-6.050603e-001	9.432866e-001	-2.400530e-001	-6.574188e-001
1.965735940953722e-002	4.521754e-002	9.021730e-001	-5.950856e-001	9.441839e-001	-2.136282e-001	-8.353221e-001
1.968655185154691e-002	2.885841e-002	9.029419e-001	-5.880329e-001	9.447865e-001	-1.956746e-001	-9.215834e-001
1.970759892799700e-002	1.623035e-002	9.034942e-001	-5.828140e-001	9.452190e-001	-1.826892e-001	-9.647213e-001
1.972327356566622e-002	6.563080e-003	9.039044e-001	-5.788515e-001	9.455401e-001	-1.729976e-001	-9.859334e-001
1.974117777392351e-002	-4.564071e-003	9.043717e-001	-5.742486e-001	9.459057e-001	-1.619070e-001	-9.984640e-001
1.976171810376339e-002	-1.722864e-002	9.049064e-001	-5.688789e-001	9.463236e-001	-1.491582e-001	-9.972907e-001
1.978407415518104e-002	-3.054920e-002	9.054865e-001	-5.629133e-001	9.467767e-001	-1.352544e-001	-9.771692e-001
1.982032039779674e-002	-5.013567e-002	9.064224e-001	-5.529681e-001	9.475073e-001	-1.126564e-001	-9.039681e-001
1.987808039298216e-002	-7.495042e-002	9.079045e-001	-5.365500e-001	9.486614e-001	-7.652945e-002	-6.932894e-001
1.994479322790163e-002	-9.093738e-002	9.096019e-001	-5.167446e-001	9.499789e-001	-3.468048e-002	-3.399600e-001
2.002512135004736e-002	-8.882701e-002	9.116240e-001	-4.916795e-001	9.515431e-001	1.578355e-002	1.571875e-001
2.012107827347251e-002	-6.244941e-002	9.140149e-001	-4.604139e-001	9.533799e-001	7.600236e-002	6.894701e-001
2.016185313168513e-002	-4.369511e-002	9.150220e-001	-4.466612e-001	9.541498e-001	1.015201e-001	8.505095e-001
2.018972978918839e-002	-2.785282e-002	9.157057e-001	-4.370256e-001	9.546727e-001	1.189286e-001	9.291502e-001
2.020994243974229e-002	-1.565089e-002	9.161997e-001	-4.299476e-001	9.550499e-001	1.315285e-001	9.684932e-001
2.022503891377696e-002	-6.314460e-003	9.165674e-001	-4.246087e-001	9.553307e-001	1.409254e-001	9.877266e-001
2.024332559750881e-002	5.063059e-003	9.170117e-001	-4.180858e-001	9.556696e-001	1.522911e-001	9.991208e-001
2.026251801917514e-002	1.689407e-002	9.174768e-001	-4.111803e-001	9.560240e-001	1.641980e-001	9.969084e-001
2.028537521557799e-002	3.048652e-002	9.180285e-001	-4.028666e-001	9.564442e-001	1.783473e-001	9.753998e-001
2.032241955604140e-002	5.037883e-002	9.189181e-001	-3.891931e-001	9.571211e-001	2.011994e-001	8.982498e-001
2.038136807711745e-002	7.533053e-002	9.203238e-001	-3.670248e-001	9.581875e-001	2.373341e-001	6.782557e-001
2.044786897849652e-002	9.059010e-002	9.218950e-001	-3.414410e-001	9.593747e-001	2.777051e-001	3.217232e-001
2.052905422214103e-002	8.814341e-002	9.237914e-001	-3.094238e-001	9.608014e-001	3.263264e-001	-1.815408e-001
2.061417614205689e-002	6.488280e-002	9.257585e-001	-2.751305e-001	9.622704e-001	3.763915e-001	-6.574201e-001
2.065735957827166e-002	4.521710e-002	9.267470e-001	-2.574385e-001	9.630051e-001	4.013875e-001	-8.353226e-001
2.068655197041620e-002	2.885799e-002	9.274104e-001	-2.453398e-001	9.634978e-001	4.181187e-001	-9.215837e-001
2.070759901548385e-002	1.622996e-002	9.278866e-001	-2.365600e-001	9.638510e-001	4.300946e-001	-9.647214e-001
2.072327363150392e-002	6.562697e-003	9.282401e-001	-2.299904e-001	9.641129e-001	4.389648e-001	-9.859334e-001
2.074117785391713e-002	-4.564459e-003	9.286426e-001	-2.224557e-001	9.644110e-001	4.490446e-001	-9.984641e-001
2.076171813357273e-002	-1.722899e-002	9.291030e-001	-2.137774e-001	9.647514e-001	4.605384e-001	-9.972907e-001
2.078407420366941e-002	-3.054956e-002	9.296020e-001	-2.042869e-001	9.651201e-001	4.729609e-001	-9.771692e-001
2.082032047605568e-002	-5.013603e-002	9.304066e-001	-1.888039e-001	9.657139e-001	4.929025e-001	-9.039679e-001
2.087808051569060e-002	-7.495077e-002	9.316790e-001	-1.639450e-001	9.666497e-001	5.241479e-001	-6.932888e-001
2.094479348754718e-002	-9.093770e-002	9.331337e-001	-1.349862e-001	9.677147e-001	5.593747e-001	-3.399585e-001
2.102512169550538e-002	-8.882722e-002	9.348632e-001	-9.981571e-002	9.689745e-001	6.004814e-001	1.571896e-001
2.112107890730090e-002	-6.244940e-002	9.369040e-001	-5.753074e-002	9.704471e-001	6.475727e-001	6.894730e-001
2.116185354741736e-002	-4.369516e-002	9.377620e-001	-3.948843e-002	9.710621e-001	6.668801e-001	8.505108e-001
2.118973008431042e-002	-2.785291e-002	9.383438e-001	-2.712538e-002	9.714789e-001	6.798290e-001	9.291508e-001
2.120994265779347e-002	-1.565102e-002	9.387637e-001	-1.815446e-002	9.717793e-001	6.890877e-001	9.684935e-001
2.122503907819353e-002	-6.314617e-003	9.390761e-001	-1.145174e-002	9.720026e-001	6.959304e-001	9.877267e-001
2.124332579781271e-002	5.062927e-003	9.394535e-001	-3.331100e-003	9.722719e-001	7.041353e-001	9.991208e-001
2.126251809373504e-002	1.689386e-002	9.398481e-001	5.191939e-003	9.725533e-001	7.126465e-001	9.969084e-001
2.128537533684042e-002	3.048634e-002	9.403160e-001	1.534053e-002	9.728864e-001	7.226477e-001	9.753996e-001
2.132241975162093e-002	5.037868e-002	9.410695e-001	3.177582e-002	9.734221e-001	7.385390e-001	8.982493e-001
2.138136838307949e-002	7.533040e-002	9.422586e-001	5.788324e-002	9.742637e-001	7.629986e-001	6.782544e-001
2.144786919560852e-002	9.058990e-002	9.435849e-001	8.722925e-002	9.751970e-001	7.893337e-001	3.217219e-001
2.152905449238276e-002	8.814315e-002	9.451820e-001	1.228358e-001	9.763134e-001	8.196119e-001	-1.815425e-001
2.161417628742785e-002	6.488254e-002	9.468346e-001	1.598909e-001	9.774566e-001	8.490671e-001	-6.574208e-001
2.165735967220599e-002	4.521685e-002	9.476634e-001	1.785422e-001	9.780259e-001	8.630868e-001	-8.353230e-001
2.168655203659065e-002	2.885776e-002	9.482188e-001	1.910657e-001	9.784066e-001	8.722048e-001	-9.215838e-001
2.170759906418773e-002	1.622973e-002	9.486171e-001	2.000527e-001	9.786791e-001	8.785969e-001	-9.647215e-001
2.172327366815572e-002	6.562483e-003	9.489125e-001	2.067202e-001	9.788809e-001	8.832576e-001	-9.859334e-001
2.174117789844953e-002	-4.564675e-003	9.492486e-001	2.143086e-001	9.791102e-001	8.884763e-001	-9.984641e-001
2.176171815016758e-002	-1.722918e-002	9.496328e-001	2.229807e-001	9.793718e-001	8.943250e-001	-9.972907e-001
2.178407423066285e-002	-3.054976e-002	9.500489e-001	2.323710e-001	9.796547e-001	9.005213e-001	-9.771692e-001
2.182032051962238e-002	-5.013623e-002	9.507188e-001	2.474778e-001	9.801092e-001	9.101894e-001	-9.039677e-001
2.187808058400230e-002	-7.495096e-002	9.517765e-001	2.712822e-001	9.808230e-001	9.246185e-001	-6.932885e-001
2.194479363209191e-002	-9.093788e-002	9.529830e-001	2.983331e-001	9.816314e-001	9.397677e-001	-3.399576e-001
2.202512188782200e-002	-8.882734e-002	9.544130e-001	3.301750e-001	9.825818e-001	9.558156e-001	1.571908e-001
2.212107926015395e-002	-6.244940e-002	9.560956e-001	3.673278e-001	9.836844e-001	9.717919e-001	6.894746e-001
2.216185377885625e-002	-4.369519e-002	9.568011e-001	3.827682e-001	9.841420e-001	9.775144e-001	8.505116e-001
2.218973024860549e-002	-2.785296e-002	9.572786e-001	3.931365e-001	9.844512e-001	9.810577e-001	9.291512e-001
2.220994277918306e-002	-1.565110e-002	9.576228e-001	4.005737e-001	9.846735e-001	9.834387e-001	9.684937e-001
2.222503916972462e-002	-6.314706e-003	9.578788e-001	4.060800e-001	9.848385e-001	9.851136e-001	9.877268e-001
2.224332590932240e-002	5.062853e-003	9.581876e-001	4.126966e-001	9.850371e-001	9.870237e-001	9.991209e-001
2.226251813524272e-002	1.689375e-002	9.585103e-001	4.195817e-001	9.852443e-001	9.888882e-001	9.969084e-001
2.228537540434752e-002	3.048624e-002	9.588925e-001	4.276887e-001	9.854890e-001	9.909211e-001	9.753995e-001
2.232241986050054e-002	5.037860e-002	9.595071e-001	4.406081e-001	9.858814e-001	9.937817e-001	8.982490e-001
2.238136855340928e-002	7.533032e-002	9.604747e-001	4.606823e-001	9.864949e-001	9.972233e-001	6.782536e-001
2.244786931647533e-002	9.058980e-002	9.615510e-001	4.825814e-001	9.871706e-001	9.994636e-001	3.217212e-001
2.252905464282695e-002	8.814301e-002	9.628425e-001	5.081769e-001	9.879723e-001	9.998333e-001	-1.815434e-001
2.261417636835598e-002	6.488240e-002	9.641742e-001	5.338398e-001	9.887851e-001	9.974279e-001	-6.574212e-001
2.265735972449931e-002	4.521671e-002	9.648401e-001	5.463264e-001	9.891868e-001	9.951161e-001	-8.353232e-001
2.268655207343003e-002	2.885763e-002	9.652852e-001	5.544910e-001	9.894541e-001	9.931383e-001	-9.215839e-001
2.270759909130123e-002	1.622961e-002	9.656039e-001	5.602526e-001	9.896448e-001	9.915050e-001	-9.647215e-001
2.272327368855981e-002	6.562365e-003	9.658400e-001	5.644711e-001	9.897857e-001	9.901759e-001	-9.859335e-001
2.274117792324077e-002	-4.564795e-003	9.661084e-001	5.692147e-001	9.899454e-001	9.885403e-001	-9.984641e-001
2.276171815940594e-002	-1.722929e-002	9.664149e-001	5.745682e-001	9.901271e-001	9.865098e-001	-9.972907e-001
2.278407424569013e-002	-3.054987e-002	9.667464e-001	5.802715e-001	9.903231e-001	9.841130e-001	-9.771691e-001
2.282032054387601e-002	-5.013634e-002	9.672791e-001	5.892318e-001	9.906365e-001	9.798148e-001	-9.039677e-001
2.287808062203150e-002	-7.495107e-002	9.681179e-001	6.028892e-001	9.911255e-001	9.719163e-001	-6.932883e-001
2.294479371256017e-002	-9.093798e-002	9.690713e-001	6.176997e-001	9.916740e-001	9.612012e-001	-3.399571e-001
2.302512199488496e-002	-8.882741e-002	9.701962e-001	6.340505e-001	9.923113e-001	9.460605e-001	1.571915e-001
2.312107945658798e-002	-6.244939e-002	9.715139e-001	6.518799e-001	9.930395e-001	9.248194e-001	6.894755e-001
2.316185390769884e-002	-4.369520e-002	9.720643e-001	6.588206e-001	9.933380e-001	9.147712e-001	8.505120e-001
2.318973034006897e-002	-2.785299e-002	9.724355e-001	6.632338e-001	9.935383e-001	9.075556e-001	9.291514e-001
2.320994284676096e-002	-1.565113e-002	9.727027e-001	6.662966e-001	9.936816e-001	9.021494e-001	9.684938e-001
2.322503922068023e-002	-6.314754e-003	9.729012e-001	6.685033e-001	9.937876e-001	8.980168e-001	9.877269e-001
2.324332597140015e-002	5.062812e-003	9.731402e-001	6.710885e-001	9.939148e-001	8.929024e-001	9.991209e-001
2.326251815835016e-002	1.689368e-002	9.733897e-001	6.737058e-001	9.940470e-001	8.874082e-001	9.969084e-001
2.328537544192890e-002	3.048619e-002	9.736847e-001	6.766746e-001	9.942024e-001	8.806964e-001	9.753994e-001
2.332241992111410e-002	5.037856e-002	9.741579e-001	6.811433e-001	9.944500e-001	8.694336e-001	8.982488e-001
2.338136864823232e-002	7.533029e-002	9.749004e-001	6.875167e-001	9.948329e-001	8.505425e-001	6.782531e-001
2.344786938376220e-002	9.058974e-002	9.757224e-001	6.936042e-001	9.952484e-001	8.278323e-001	3.217208e-001
2.352905472657960e-002	8.814293e-002	9.767030e-001	6.994118e-001	9.957321e-001	7.981524e-001	-1.815439e-001
2.361417641340880e-002	6.488232e-002	9.777086e-001	7.038803e-001	9.962115e-001	7.648050e-001	-6.574214e-001
2.365735975361110e-002	4.521663e-002	9.782089e-001	7.054328e-001	9.964437e-001	7.470450e-001	-8.353232e-001
2.368655209393858e-002	2.885755e-002	9.785420e-001	7.061199e-001	9.965966e-001	7.347267e-001	-9.215840e-001
2.370759910639536e-002	1.622954e-002	9.787800e-001	7.064553e-001	9.967048e-001	7.256919e-001	-9.647216e-001
2.372327369991881e-002	6.562299e-003	9.789559e-001	7.066135e-001	9.967842e-001	7.188807e-001	-9.859335e-001
2.374117793704210e-002	-4.564862e-003	9.791555e-001	7.067004e-001	9.968737e-001	7.110155e-001	-9.984641e-001
2.376171816454896e-002	-1.722935e-002	9.793831e-001	7.066904e-001	9.969748e-001	7.018814e-001	-9.972907e-001
2.378407425405585e-002	-3.054993e-002	9.796287e-001	7.065283e-001	9.970830e-001	6.918071e-001	-9.771691e-001
2.382032055737805e-002	-5.013641e-002	9.800220e-001	7.059195e-001	9.972543e-001	6.751842e-001	-9.039676e-001
2.387808064320243e-002	-7.495113e-002	9.806386e-001	7.042133e-001	9.975165e-001	6.479750e-001	-6.932883e-001
2.394479375735703e-002	-9.093802e-002	9.813352e-001	7.011262e-001	9.978029e-001	6.154885e-001	-3.399569e-001
2.402512205448714e-002	-8.882744e-002	9.821506e-001	6.957403e-001	9.981246e-001	5.749425e-001	1.571919e-001
2.412107956594329e-002	-6.244939e-002	9.830981e-001	6.874362e-001	9.984756e-001	5.245973e-001	6.894760e-001
2.416185397942585e-002	-4.369521e-002	9.834911e-001	6.832262e-001	9.986137e-001	5.026165e-001	8.505123e-001
2.418973039098694e-002	-2.785300e-002	9.837548e-001	6.799986e-001	9.987043e-001	4.873981e-001	9.291515e-001
2.420994288438177e-002	-1.565116e-002	9.839439e-001	6.775170e-001	9.987682e-001	4.762698e-001	9.684939e-001
2.422503924904735e-002	-6.314781e-003	9.840840e-001	6.755812e-001	9.988148e-001	4.679080e-001	9.877269e-001
2.424332600595899e-002	5.062790e-003	9.842523e-001	6.731476e-001	9.988700e-001	4.577228e-001	9.991209e-001
2.426251817121413e-002	1.689365e-002	9.844276e-001	6.704974e-001	9.989266e-001	4.469684e-001	9.969084e-001
2.428537546285056e-002	3.048616e-002	9.846343e-001	6.671940e-001	9.989921e-001	4.340755e-001	9.753994e-001
2.432241995485784e-002	5.037853e-002	9.849642e-001	6.615050e-001	9.990939e-001	4.129913e-001	8.982487e-001
2.438136870102057e-002	7.533026e-002	9.854785e-001	6.517432e-001	9.992447e-001	3.789834e-001	6.782529e-001
2.444786942122098e-002	9.058970e-002	9.860430e-001	6.396938e-001	9.993983e-001	3.399971e-001	3.217205e-001
2.452905477320493e-002	8.814289e-002	9.867091e-001	6.234953e-001	9.995623e-001	2.916043e-001	-1.815442e-001
2.461417643848981e-002	6.488227e-002	9.873846e-001	6.050625e-001	9.997061e-001	2.400527e-001	-6.574215e-001
2.465735976981770e-002	4.521659e-002	9.877172e-001	5.950878e-001	9.997683e-001	2.136280e-001	-8.353233e-001
2.468655210535574e-002	2.885751e-002	9.879370e-001	5.880351e-001	9.998060e-001	1.956744e-001	-9.215840e-001
2.470759911479830e-002	1.622950e-002	9.880932e-001	5.828162e-001	9.998313e-001	1.826891e-001	-9.647216e-001
2.472327370624239e-002	6.562262e-003	9.882082e-001	5.788537e-001	9.998488e-001	1.729975e-001	-9.859335e-001
2.474117794472532e-002	-4.564899e-003	9.883384e-001	5.742506e-001	9.998678e-001	1.619069e-001	-9.984641e-001
2.476171816741209e-002	-1.722939e-002	9.884861e-001	5.688811e-001	9.998879e-001	1.491582e-001	-9.972907e-001
2.478407425871305e-002	-3.054996e-002	9.886448e-001	5.629154e-001	9.999080e-001	1.352543e-001	-9.771691e-001
2.482032056489466e-002	-5.013644e-002	9.888972e-001	5.529701e-001	9.999363e-001	1.126563e-001	-9.039676e-001
2.487808065498832e-002	-7.495116e-002	9.892892e-001	5.365519e-001	9.999707e-001	7.652929e-002	-6.932882e-001
2.494479378229555e-002	-9.093806e-002	9.897262e-001	5.167463e-001	9.999940e-001	3.468014e-002	-3.399567e-001
2.502512208766783e-002	-8.882746e-002	9.902288e-001	4.916811e-001	9.999987e-001	-1.578402e-002	1.571921e-001
2.512107962682167e-002	-6.244939e-002	9.908025e-001	4.604152e-001	9.999710e-001	-7.600321e-002	6.894763e-001
2.516185401935647e-002	-4.369521e-002	9.910366e-001	4.466625e-001	9.999483e-001	-1.015207e-001	8.505124e-001
2.518973041933312e-002	-2.785301e-002	9.911916e-001	4.370270e-001	9.999290e-001	-1.189290e-001	9.291516e-001
2.520994290532538e-002	-1.565117e-002	9.913018e-001	4.299490e-001	9.999130e-001	-1.315288e-001	9.684939e-001
2.522503926483942e-002	-6.314796e-003	9.913830e-001	4.246102e-001	9.999000e-001	-1.409257e-001	9.877269e-001
2.524332602519801e-002	5.062777e-003	9.914801e-001	4.180872e-001	9.998831e-001	-1.522913e-001	9.991209e-001
2.526251817837554e-002	1.689363e-002	9.915805e-001	4.111818e-001	9.998640e-001	-1.641981e-001	9.969084e-001
2.528537547449770e-002	3.048614e-002	9.916979e-001	4.028680e-001	9.998392e-001	-1.783474e-001	9.753994e-001
2.532241997364307e-002	5.037852e-002	9.918832e-001	3.891945e-001	9.997948e-001	-2.011996e-001	8.982487e-001
2.538136873040793e-002	7.533025e-002	9.921674e-001	3.670260e-001	9.997129e-001	-2.373345e-001	6.782528e-001
2.544786944207440e-002	9.058969e-002	9.924721e-001	3.414422e-001	9.996041e-001	-2.777053e-001	3.217204e-001
2.552905479916137e-002	8.814286e-002	9.928210e-001	3.094249e-001	9.994475e-001	-3.263267e-001	-1.815444e-001
2.561417645245247e-002	6.488224e-002	9.931636e-001	2.751316e-001	9.992555e-001	-3.763916e-001	-6.574216e-001
2.565735977883995e-002	4.521656e-002	9.933274e-001	2.574397e-001	9.991471e-001	-4.013876e-001	-8.353233e-001
2.568655211171170e-002	2.885749e-002	9.934330e-001	2.453409e-001	9.990698e-001	-4.181188e-001	-9.215840e-001
2.570759911947623e-002	1.622948e-002	9.935068e-001	2.365612e-001	9.990118e-001	-4.300947e-001	-9.647216e-001
2.572327370976274e-002	6.562241e-003	9.935606e-001	2.299915e-001	9.989676e-001	-4.389648e-001	-9.859335e-001
2.574117794900260e-002	-4.564920e-003	9.936206e-001	2.224568e-001	9.989159e-001	-4.490446e-001	-9.984641e-001
2.576171816900600e-002	-1.722940e-002	9.936880e-001	2.137785e-001	9.988549e-001	-4.605384e-001	-9.972907e-001
2.578407426130574e-002	-3.054998e-002	9.937592e-001	2.042880e-001	9.987867e-001	-4.729610e-001	-9.771691e-001
2.582032056907919e-002	-5.013646e-002	9.938697e-001	1.888049e-001	9.986720e-001	-4.929026e-001	-9.039676e-001
2.587808066154957e-002	-7.495118e-002	9.940355e-001	1.639460e-001	9.984784e-001	-5.241480e-001	-6.932881e-001
2.594479379617889e-002	-9.093808e-002	9.942112e-001	1.349871e-001	9.982385e-001	-5.593749e-001	-3.399567e-001
2.602512210613962e-002	-8.882747e-002	9.943990e-001	9.981649e-002	9.979264e-001	-6.004816e-001	1.571922e-001
2.612107966071285e-002	-6.244939e-002	9.945967e-001	5.753132e-002	9.975201e-001	-6.475731e-001	6.894764e-001
2.616185404158597e-002	-4.369522e-002	9.946709e-001	3.948910e-002	9.973366e-001	-6.668804e-001	8.505125e-001
2.618973043511353e-002	-2.785302e-002	9.947166e-001	2.712609e-002	9.972073e-001	-6.798292e-001	9.291517e-001
2.620994291698476e-002	-1.565118e-002	9.947476e-001	1.815520e-002	9.971116e-001	-6.890878e-001	9.684939e-001
2.622503927363091e-002	-6.314805e-003	9.947696e-001	1.145250e-002	9.970391e-001	-6.959305e-001	9.877269e-001
2.624332603590845e-002	5.062770e-003	9.947949e-001	3.331837e-003	9.969501e-001	-7.041354e-001	9.991209e-001
2.626251818236233e-002	1.689362e-002	9.948201e-001	-5.191146e-003	9.968553e-001	-7.126465e-001	9.969084e-001
2.628537548098172e-002	3.048613e-002	9.948478e-001	-1.533977e-002	9.967405e-001	-7.226477e-001	9.753994e-001
2.632241998410089e-002	5.037851e-002	9.948878e-001	-3.177512e-002	9.965500e-001	-7.385391e-001	8.982487e-001
2.638136874676799e-002	7.533025e-002	9.949408e-001	-5.788263e-002	9.962358e-001	-7.629987e-001	6.782527e-001
2.644786945368358e-002	9.058967e-002	9.949845e-001	-8.722862e-002	9.958649e-001	-7.893338e-001	3.217204e-001
2.652905481361144e-002	8.814285e-002	9.950147e-001	-1.228353e-001	9.953885e-001	-8.196120e-001	-1.815445e-001
2.661417646022553e-002	6.488223e-002	9.950232e-001	-1.598903e-001	9.948612e-001	-8.490672e-001	-6.574216e-001
2.665735978386267e-002	4.521655e-002	9.950174e-001	-1.785416e-001	9.945828e-001	-8.630868e-001	-8.353233e-001
2.668655211525008e-002	2.885748e-002	9.950084e-001	-1.910651e-001	9.943905e-001	-8.722048e-001	-9.215840e-001
2.670759912208046e-002	1.622947e-002	9.949996e-001	-2.000521e-001	9.942498e-001	-8.785969e-001	-9.647216e-001
2.672327371172254e-002	6.562231e-003	9.949918e-001	-2.067196e-001	9.941438e-001	-8.832576e-001	-9.859335e-001
2.674117795138377e-002	-4.564932e-003	9.949816e-001	-2.143080e-001	9.940217e-001	-8.884764e-001	-9.984641e-001
2.676171816989333e-002	-1.722942e-002	9.949682e-001	-2.229801e-001	9.938799e-001	-8.943250e-001	-9.972907e-001
2.678407426274909e-002	-3.054999e-002	9.949517e-001	-2.323704e-001	9.937238e-001	-9.005213e-001	-9.771691e-001
2.682032057140871e-002	-5.013647e-002	9.949198e-001	-2.474772e-001	9.934664e-001	-9.101894e-001	-9.039676e-001
2.687808066520222e-002	-7.495119e-002	9.948588e-001	-2.712817e-001	9.930457e-001	-9.246185e-001	-6.932881e-001
2.694479380390778e-002	-9.093808e-002	9.947726e-001	-2.983327e-001	9.925435e-001	-9.397677e-001	-3.399566e-001
2.702512211642289e-002	-8.882748e-002	9.946449e-001	-3.301746e-001	9.919156e-001	-9.558156e-001	1.571922e-001
2.712107967958015e-002	-6.244939e-002	9.944656e-001	-3.673275e-001	9.911325e-001	-9.717919e-001	6.894765e-001
2.716185405396118e-002	-4.369522e-002	9.943797e-001	-3.827678e-001	9.907888e-001	-9.775144e-001	8.505126e-001
2.718973044389851e-002	-2.785302e-002	9.943159e-001	-3.931361e-001	9.905501e-001	-9.810577e-001	9.291517e-001
2.720994292347555e-002	-1.565118e-002	9.942676e-001	-4.005733e-001	9.903752e-001	-9.834387e-001	9.684939e-001
2.722503927852515e-002	-6.314810e-003	9.942303e-001	-4.060796e-001	9.902434e-001	-9.851136e-001	9.877269e-001
2.724332604187095e-002	5.062766e-003	9.941837e-001	-4.126962e-001	9.900827e-001	-9.870237e-001	9.991209e-001
2.726251818458177e-002	1.689361e-002	9.941335e-001	-4.195812e-001	9.899125e-001	-9.888882e-001	9.969084e-001
2.728537548459137e-002	3.048612e-002	9.940715e-001	-4.276883e-001	9.897080e-001	-9.909211e-001	9.753994e-001
2.732241998992275e-002	5.037851e-002	9.939660e-001	-4.406077e-001	9.893723e-001	-9.937817e-001	8.982486e-001
2.738136875587563e-002	7.533024e-002	9.937875e-001	-4.606820e-001	9.888269e-001	-9.972233e-001	6.782526e-001
2.744786946014639e-002	9.058967e-002	9.935701e-001	-4.825811e-001	9.881954e-001	-9.994636e-001	3.217203e-001
2.752905482165577e-002	8.814284e-002	9.932815e-001	-5.081765e-001	9.874011e-001	-9.998333e-001	-1.815445e-001
2.761417646455280e-002	6.488223e-002	9.929559e-001	-5.338395e-001	9.865407e-001	-9.974278e-001	-6.574216e-001
2.765735978665882e-002	4.521655e-002	9.927806e-001	-5.463261e-001	9.860934e-001	-9.951161e-001	-8.353233e-001
2.768655211721990e-002	2.885747e-002	9.926570e-001	-5.544907e-001	9.857869e-001	-9.931383e-001	-9.215840e-001
2.770759912353023e-002	1.622946e-002	9.925656e-001	-5.602523e-001	9.855639e-001	-9.915050e-001	-9.647216e-001
2.772327371281355e-002	6.562224e-003	9.924963e-001	-5.644708e-001	9.853966e-001	-9.901759e-001	-9.859335e-001
2.774117795270937e-002	-4.564938e-003	9.924158e-001	-5.692143e-001	9.852045e-001	-9.885403e-001	-9.984641e-001
2.776171817038731e-002	-1.722942e-002	9.923218e-001	-5.745679e-001	9.849825e-001	-9.865098e-001	-9.972907e-001
2.778407426355260e-002	-3.055000e-002	9.922175e-001	-5.802712e-001	9.847390e-001	-9.841130e-001	-9.771691e-001
2.782032057270557e-002	-5.013647e-002	9.920436e-001	-5.892315e-001	9.843401e-001	-9.798148e-001	-9.039676e-001
2.787808066723566e-002	-7.495119e-002	9.917559e-001	-6.028889e-001	9.836938e-001	-9.719163e-001	-6.932881e-001
2.794479380821047e-002	-9.093809e-002	9.914079e-001	-6.176994e-001	9.829313e-001	-9.612012e-001	-3.399566e-001
2.802512212214762e-002	-8.882748e-002	9.909653e-001	-6.340503e-001	9.819903e-001	-9.460605e-001	1.571923e-001
2.812107969008362e-002	-6.244939e-002	9.904099e-001	-6.518797e-001	9.808333e-001	-9.248194e-001	6.894765e-001
2.816185406085050e-002	-4.369522e-002	9.901642e-001	-6.588205e-001	9.803309e-001	-9.147712e-001	8.505126e-001
2.818973044878914e-002	-2.785302e-002	9.899911e-001	-6.632336e-001	9.799837e-001	-9.075556e-001	9.291517e-001
2.820994292708900e-002	-1.565118e-002	9.898636e-001	-6.662964e-001	9.797301e-001	-9.021494e-001	9.684939e-001
2.822503928124979e-002	-6.314812e-003	9.897671e-001	-6.685030e-001	9.795396e-001	-8.980167e-001	9.877269e-001
2.824332604519030e-002	5.062764e-003	9.896490e-001	-6.710883e-001	9.793078e-001	-8.929024e-001	9.991209e-001
2.826251818581735e-002	1.689360e-002	9.895236e-001	-6.737055e-001	9.790630e-001	-8.874082e-001	9.969084e-001
2.828537548660088e-002	3.048612e-002	9.893721e-001	-6.766744e-001	9.787697e-001	-8.806964e-001	9.753994e-001
2.832241999316382e-002	5.037850e-002	9.891215e-001	-6.811430e-001	9.782900e-001	-8.694335e-001	8.982486e-001
2.838136876094591e-002	7.533024e-002	9.887121e-001	-6.875165e-001	9.775156e-001	-8.505425e-001	6.782526e-001
2.844786946374429e-002	9.058966e-002	9.882345e-001	-6.936039e-001	9.766260e-001	-8.278323e-001	3.217203e-001
2.852905482613411e-002	8.814284e-002	9.876283e-001	-6.994116e-001	9.755169e-001	-7.981524e-001	-1.815445e-001
2.861417646696182e-002	6.488222e-002	9.869698e-001	-7.038801e-001	9.743267e-001	-7.648050e-001	-6.574216e-001
