time	V(1khz)	V(10hz)	V(100hz)	V(v1)	V(v2)	V(v3)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
4.681142724751098e-006	5.594010e-005	5.471657e-007	5.472880e-006	2.941249e-004	2.941284e-003	2.944776e-002
9.362285449502195e-006	2.165639e-004	2.158643e-006	2.158713e-005	5.882497e-004	5.882487e-003	5.881464e-002
1.404342817425329e-005	4.818713e-004	4.834433e-006	4.834276e-005	8.823745e-004	8.823609e-003	8.810064e-002
1.872457089900439e-005	8.518624e-004	8.574534e-006	8.573977e-005	1.176499e-003	1.176465e-002	1.173058e-001
2.340571362375549e-005	1.326537e-003	1.337895e-005	1.337781e-004	1.470624e-003	1.470561e-002	1.464300e-001
2.808685634850659e-005	1.905896e-003	1.924767e-005	1.924579e-004	1.764748e-003	1.764649e-002	1.754734e-001
3.276799907325767e-005	2.589938e-003	2.618071e-005	2.617790e-004	2.058873e-003	2.058729e-002	2.044359e-001
6.553599814651534e-005	9.489309e-003	9.796093e-005	9.793004e-004	4.117737e-003	4.116585e-002	4.002364e-001
1.124602241453577e-004	2.492762e-002	2.674604e-004	2.672739e-003	7.066025e-003	7.060206e-002	6.492580e-001
1.684659341279011e-004	4.938429e-002	5.531870e-004	5.525709e-003	1.058483e-002	1.056527e-001	8.716225e-001
1.949870800082034e-004	6.296682e-002	7.238677e-004	7.228818e-003	1.225109e-002	1.222077e-001	9.408532e-001
2.138386559632079e-004	7.340063e-002	8.647040e-004	8.633249e-003	1.343547e-002	1.339549e-001	9.742990e-001
2.296959946501014e-004	8.237813e-002	9.936838e-004	9.918760e-003	1.443172e-002	1.438218e-001	9.918735e-001
2.451008336675311e-004	9.114003e-002	1.127953e-003	1.125627e-002	1.539953e-002	1.533934e-001	9.995263e-001
2.631785845495404e-004	1.013145e-001	1.296589e-003	1.293505e-002	1.653524e-002	1.646074e-001	9.965737e-001
2.864494744187923e-004	1.139048e-001	1.531920e-003	1.527560e-002	1.799718e-002	1.790114e-001	9.738896e-001
3.241516798733716e-004	1.321015e-001	1.955776e-003	1.948445e-002	2.036564e-002	2.022653e-001	8.934137e-001
3.840751671220078e-004	1.529128e-001	2.728852e-003	2.713875e-002	2.412981e-002	2.389861e-001	6.656595e-001
4.737007283488865e-004	1.635551e-001	4.077023e-003	4.042765e-002	2.975910e-002	2.932599e-001	1.644922e-001
5.682797997543890e-004	1.493030e-001	5.710783e-003	5.644673e-002	3.569848e-002	3.495219e-001	-4.159749e-001
6.291164224531483e-004	1.255746e-001	6.882980e-003	6.787816e-002	3.951826e-002	3.850717e-001	-7.251570e-001
6.671707870593641e-004	1.048293e-001	7.672992e-003	7.554641e-002	4.190730e-002	4.070260e-001	-8.676048e-001
6.935212105065788e-004	8.858682e-002	8.245020e-003	8.107956e-002	4.356143e-002	4.220925e-001	-9.376928e-001
7.127499479045726e-004	7.615320e-002	8.674692e-003	8.522504e-002	4.476843e-002	4.330142e-001	-9.727353e-001
7.283416620977478e-004	6.588281e-002	9.030738e-003	8.865292e-002	4.574709e-002	4.418237e-001	-9.907550e-001
7.447988410857001e-004	5.500809e-002	9.413682e-003	9.233249e-002	4.678001e-002	4.510763e-001	-9.994661e-001
7.630662439576726e-004	4.306205e-002	9.847014e-003	9.648724e-002	4.792650e-002	4.612901e-001	-9.966319e-001
7.862667879409357e-004	2.842391e-002	1.041080e-002	1.018769e-001	4.938251e-002	4.741743e-001	-9.741496e-001
8.238571902529737e-004	6.624344e-003	1.135237e-002	1.108416e-001	5.174136e-002	4.948348e-001	-8.942434e-001
8.704883384095846e-004	-1.637109e-002	1.256161e-002	1.222962e-001	5.466713e-002	5.200794e-001	-7.268648e-001
9.147543454636441e-004	-3.209549e-002	1.375608e-002	1.335360e-001	5.744407e-002	5.436310e-001	-5.103694e-001
9.715600288064738e-004	-4.160798e-002	1.535561e-002	1.484648e-001	6.100701e-002	5.732356e-001	-1.777441e-001
1.037291930649189e-003	-3.776402e-002	1.729132e-002	1.663487e-001	6.512884e-002	6.065784e-001	2.321739e-001
1.114267778520460e-003	-1.684901e-002	1.965396e-002	1.879466e-001	6.995433e-002	6.443057e-001	6.578538e-001
1.157418796899260e-003	1.912733e-003	2.102564e-002	2.003579e-001	7.265869e-002	6.648012e-001	8.355271e-001
1.192365882129168e-003	2.060754e-002	2.216642e-002	2.105912e-001	7.484850e-002	6.810426e-001	9.351459e-001
1.214529040527364e-003	3.334575e-002	2.290198e-002	2.171501e-001	7.623707e-002	6.911731e-001	9.752670e-001
1.230554472810155e-003	4.281700e-002	2.344036e-002	2.219282e-001	7.724100e-002	6.984148e-001	9.925453e-001
1.245816511728421e-003	5.187950e-002	2.395802e-002	2.265044e-001	7.819705e-002	7.052457e-001	9.996545e-001
1.263444772248806e-003	6.223266e-002	2.456164e-002	2.318189e-001	7.930122e-002	7.130548e-001	9.964340e-001
1.286882328093779e-003	7.547078e-002	2.537392e-002	2.389314e-001	8.076912e-002	7.233018e-001	9.732686e-001
1.324849318005115e-003	9.465106e-002	2.671256e-002	2.505541e-001	8.314663e-002	7.395674e-001	8.914359e-001
1.385163990452981e-003	1.172547e-001	2.889060e-002	2.692207e-001	8.692259e-002	7.645379e-001	6.605386e-001
1.467300552601872e-003	1.301246e-001	3.194584e-002	2.949339e-001	9.206267e-002	7.967706e-001	2.040143e-001
1.555771739666718e-003	1.206030e-001	3.533882e-002	3.228913e-001	9.759642e-002	8.291135e-001	-3.432962e-001
1.621841030812974e-003	9.772968e-002	3.794112e-002	3.438903e-001	1.017270e-001	8.516014e-001	-6.929335e-001
1.662353838736333e-003	7.713281e-002	3.956933e-002	3.567979e-001	1.042590e-001	8.646673e-001	-8.521600e-001
1.690085381617704e-003	6.076742e-002	4.069879e-002	3.656363e-001	1.059917e-001	8.732886e-001	-9.299738e-001
1.710205225034173e-003	4.819816e-002	4.152531e-002	3.720461e-001	1.072487e-001	8.793777e-001	-9.689030e-001
1.725237082344114e-003	3.859256e-002	4.214689e-002	3.768317e-001	1.081877e-001	8.838353e-001	-9.879203e-001
1.743567055577765e-003	2.681741e-002	4.290923e-002	3.826621e-001	1.093325e-001	8.891643e-001	-9.991832e-001
1.762607893285024e-003	1.470101e-002	4.370581e-002	3.887115e-001	1.105217e-001	8.945749e-001	-9.968639e-001
1.785521383421984e-003	6.287690e-004	4.467154e-002	3.959773e-001	1.119524e-001	9.009163e-001	-9.751969e-001
1.822655295256497e-003	-2.043186e-002	4.625074e-002	4.077181e-001	1.142706e-001	9.107960e-001	-8.975978e-001
1.864691491706219e-003	-4.032446e-002	4.805921e-002	4.209436e-001	1.168942e-001	9.213815e-001	-7.513915e-001
1.924001163891414e-003	-5.936077e-002	5.064661e-002	4.394622e-001	1.205943e-001	9.352220e-001	-4.595734e-001
1.988000746613052e-003	-6.572312e-002	5.348440e-002	4.592094e-001	1.245852e-001	9.486997e-001	-7.532213e-002
2.072344419134022e-003	-5.356712e-002	5.728650e-002	4.848431e-001	1.298416e-001	9.641158e-001	4.390611e-001
2.131513090455476e-003	-3.286872e-002	5.999234e-002	5.025348e-001	1.335269e-001	9.733171e-001	7.354436e-001
2.168773777356963e-003	-1.448058e-002	6.171617e-002	5.135040e-001	1.358467e-001	9.784220e-001	8.725690e-001
2.194670472373759e-003	1.080820e-004	6.292355e-002	5.210363e-001	1.374586e-001	9.816543e-001	9.401774e-001
2.216029948607542e-003	1.278153e-002	6.392465e-002	5.271927e-001	1.387878e-001	9.841247e-001	9.773080e-001
2.232419913901157e-003	2.269810e-002	6.469599e-002	5.318807e-001	1.398076e-001	9.859002e-001	9.939056e-001
2.249130455880031e-003	3.283897e-002	6.548519e-002	5.366275e-001	1.408471e-001	9.876027e-001	9.999851e-001
2.264676803845803e-003	4.215416e-002	6.622205e-002	5.410107e-001	1.418141e-001	9.890889e-001	9.957510e-001
2.288885447012360e-003	5.607262e-002	6.737480e-002	5.477664e-001	1.433197e-001	9.912152e-001	9.703010e-001
2.328075538210174e-003	7.612321e-002	6.925332e-002	5.585282e-001	1.457562e-001	9.941711e-001	8.820677e-001
2.390187801480169e-003	9.984965e-002	7.225776e-002	5.751681e-001	1.496160e-001	9.976206e-001	6.365144e-001
2.465524851478483e-003	1.123632e-001	7.594360e-002	5.946416e-001	1.542946e-001	9.997654e-001	2.149237e-001
2.552926216007534e-003	1.040423e-001	8.027116e-002	6.162648e-001	1.597181e-001	9.994471e-001	-3.264499e-001
2.620204105537130e-003	8.186172e-002	8.363762e-002	6.321760e-001	1.638896e-001	9.971492e-001	-6.854814e-001
2.661280298046510e-003	6.156915e-002	8.571011e-002	6.415025e-001	1.664350e-001	9.948699e-001	-8.486109e-001
2.689323337849784e-003	4.535039e-002	8.713292e-002	6.476764e-001	1.681722e-001	9.929332e-001	-9.282030e-001
2.709642205699722e-003	3.287309e-002	8.816756e-002	6.520535e-001	1.694306e-001	9.913372e-001	-9.680216e-001
2.724812556972458e-003	2.333158e-002	8.894216e-002	6.552643e-001	1.703699e-001	9.900402e-001	-9.875034e-001
2.743049879688017e-003	1.179308e-002	8.987562e-002	6.590617e-001	1.714989e-001	9.883621e-001	-9.990467e-001
2.762415381280246e-003	-3.477741e-004	9.086928e-002	6.630244e-001	1.726975e-001	9.864380e-001	-9.969589e-001
2.785208286134614e-003	-1.414053e-002	9.204244e-002	6.675812e-001	1.741079e-001	9.839863e-001	-9.756305e-001
2.822150309820941e-003	-3.452276e-002	9.395166e-002	6.747271e-001	1.763932e-001	9.795843e-001	-8.989920e-001
2.874787267038640e-003	-5.805700e-002	9.668640e-002	6.844453e-001	1.796476e-001	9.724011e-001	-7.080513e-001
2.937090414411355e-003	-7.495201e-002	9.994458e-002	6.952192e-001	1.834971e-001	9.625251e-001	-3.850598e-001
3.011067425800607e-003	-7.670641e-002	1.038429e-001	7.069123e-001	1.880643e-001	9.488847e-001	6.948265e-002
3.100174029184269e-003	-5.696895e-002	1.085724e-001	7.196584e-001	1.935602e-001	9.297363e-001	5.886695e-001
3.148449224066166e-003	-3.694200e-002	1.111503e-001	7.259034e-001	1.965352e-001	9.181412e-001	8.032514e-001
3.180324370470015e-003	-1.984461e-002	1.128603e-001	7.296762e-001	1.984985e-001	9.100215e-001	9.056929e-001
3.203033846597286e-003	-6.553394e-003	1.140820e-001	7.322057e-001	1.998968e-001	9.040138e-001	9.567739e-001
3.219845116507943e-003	3.638794e-003	1.149882e-001	7.339906e-001	2.009316e-001	8.994478e-001	9.821044e-001
3.237023736858047e-003	1.417302e-002	1.159158e-001	7.357329e-001	2.019888e-001	8.946784e-001	9.966781e-001
3.260167933341778e-003	2.829194e-002	1.171677e-001	7.379716e-001	2.034128e-001	8.880879e-001	9.979599e-001
3.281552289199332e-003	4.093919e-002	1.183268e-001	7.399160e-001	2.047282e-001	8.818317e-001	9.804130e-001
3.316247570478483e-003	5.968798e-002	1.202126e-001	7.427869e-001	2.068615e-001	8.713431e-001	9.146133e-001
3.371680533866571e-003	8.363184e-002	1.232366e-001	7.467516e-001	2.102679e-001	8.537281e-001	7.216999e-001
3.442943418501206e-003	1.010493e-001	1.271423e-001	7.507794e-001	2.146432e-001	8.295646e-001	3.508672e-001
3.523032599695422e-003	9.988712e-002	1.315551e-001	7.538292e-001	2.195553e-001	8.004262e-001	-1.442135e-001
3.609435776215949e-003	7.704464e-002	1.363392e-001	7.555681e-001	2.248485e-001	7.667207e-001	-6.346884e-001
3.654312319815817e-003	5.679800e-002	1.388339e-001	7.557771e-001	2.275951e-001	7.483165e-001	-8.246442e-001
3.684410970698784e-003	3.990171e-002	1.405119e-001	7.555623e-001	2.294362e-001	7.356386e-001	-9.162785e-001
3.706025382001970e-003	2.684959e-002	1.417190e-001	7.552504e-001	2.307578e-001	7.263718e-001	-9.620712e-001
3.722090215510826e-003	1.685860e-002	1.426173e-001	7.549295e-001	2.317398e-001	7.193974e-001	-9.846634e-001
3.739741335248944e-003	5.786301e-003	1.436054e-001	7.544889e-001	2.328186e-001	7.116499e-001	-9.979234e-001
3.761182581990351e-003	-7.568605e-003	1.448070e-001	7.538460e-001	2.341285e-001	7.021211e-001	-9.975326e-001
3.783203025747817e-003	-2.084099e-002	1.460427e-001	7.530469e-001	2.354734e-001	6.922023e-001	-9.783175e-001
3.818914102357220e-003	-4.043277e-002	1.480503e-001	7.514341e-001	2.376535e-001	6.758358e-001	-9.077110e-001
3.875873691167373e-003	-6.567531e-002	1.512601e-001	7.482024e-001	2.411283e-001	6.490305e-001	-7.032145e-001
3.938649282122462e-003	-8.205269e-002	1.548079e-001	7.436849e-001	2.449544e-001	6.185267e-001	-3.760020e-001
4.016916647615326e-003	-8.251124e-002	1.592463e-001	7.365882e-001	2.497193e-001	5.791531e-001	1.060904e-001
4.106705309054163e-003	-6.092663e-002	1.643539e-001	7.268374e-001	2.551781e-001	5.322648e-001	6.213381e-001
4.152571408591689e-003	-4.111711e-002	1.669697e-001	7.211333e-001	2.579635e-001	5.076501e-001	8.184076e-001
4.183192997903414e-003	-2.433905e-002	1.687195e-001	7.169554e-001	2.598219e-001	4.909806e-001	9.131865e-001
4.205132096996827e-003	-1.134300e-002	1.699745e-001	7.138015e-001	2.611528e-001	4.789254e-001	9.605249e-001
4.221419175365845e-003	-1.385653e-003	1.709070e-001	7.113709e-001	2.621405e-001	4.699170e-001	9.839190e-001
4.238927996668391e-003	9.421946e-003	1.719101e-001	7.086720e-001	2.632020e-001	4.601780e-001	9.975812e-001
4.260879131546407e-003	2.288415e-002	1.731686e-001	7.051809e-001	2.645323e-001	4.478894e-001	9.976647e-001
4.282709369560002e-003	3.584453e-002	1.744213e-001	7.015767e-001	2.658548e-001	4.355840e-001	9.789552e-001
4.318116899030682e-003	5.498644e-002	1.764554e-001	6.954315e-001	2.679988e-001	4.154521e-001	9.098014e-001
4.374621293072754e-003	7.935217e-002	1.797063e-001	6.849872e-001	2.714176e-001	3.829032e-001	7.087873e-001
4.443668784953032e-003	9.610865e-002	1.836863e-001	6.712096e-001	2.755905e-001	3.424781e-001	3.465958e-001
4.523848655495820e-003	9.478971e-002	1.883178e-001	6.538045e-001	2.804298e-001	2.947317e-001	-1.492854e-001
4.610875547684484e-003	7.177719e-002	1.933544e-001	6.334752e-001	2.856742e-001	2.420655e-001	-6.416531e-001
4.655234508438892e-003	5.178836e-002	1.959257e-001	6.224945e-001	2.883441e-001	2.149323e-001	-8.279079e-001
4.685057686319408e-003	3.508289e-002	1.976562e-001	6.148027e-001	2.901378e-001	1.965952e-001	-9.178985e-001
4.706500266619632e-003	2.217925e-002	1.989013e-001	6.091388e-001	2.914269e-001	1.833679e-001	-9.628808e-001
4.722447169484857e-003	1.230099e-002	1.998276e-001	6.048519e-001	2.923852e-001	1.735090e-001	-9.850522e-001
4.740174346484770e-003	1.227990e-003	2.008578e-001	6.000126e-001	2.934502e-001	1.625291e-001	-9.980949e-001
4.761344065727233e-003	-1.189875e-002	2.020886e-001	5.941454e-001	2.947215e-001	1.493906e-001	-9.974609e-001
4.783465718730053e-003	-2.516672e-002	2.033754e-001	5.878996e-001	2.960494e-001	1.356332e-001	-9.779743e-001
4.819338243120857e-003	-4.472701e-002	2.054633e-001	5.775140e-001	2.982016e-001	1.132695e-001	-9.065896e-001
4.876539583549249e-003	-6.976505e-002	2.087955e-001	5.604228e-001	3.016302e-001	7.749470e-002	-7.002336e-001
4.941124843835257e-003	-8.606225e-002	2.125617e-001	5.403582e-001	3.054967e-001	3.698391e-002	-3.615441e-001
5.020235595530023e-003	-8.547967e-002	2.171801e-001	5.146590e-001	3.102260e-001	-1.271406e-002	1.268017e-001
5.112646808128763e-003	-6.192647e-002	2.225804e-001	4.834332e-001	3.157406e-001	-7.071900e-002	6.501492e-001
5.156373017430228e-003	-4.251997e-002	2.251377e-001	4.681778e-001	3.183463e-001	-9.809406e-002	8.318988e-001
5.185857559049996e-003	-2.610585e-002	2.268630e-001	4.576519e-001	3.201019e-001	-1.165125e-001	9.198812e-001
5.207088156381489e-003	-1.342483e-002	2.281058e-001	4.499747e-001	3.213654e-001	-1.297505e-001	9.638714e-001
5.222889272606344e-003	-3.714666e-003	2.290309e-001	4.442064e-001	3.223054e-001	-1.395881e-001	9.855269e-001
5.240710993882018e-003	7.326054e-003	2.300745e-001	4.376464e-001	3.233652e-001	-1.506672e-001	9.982973e-001
5.261544135552591e-003	2.013428e-002	2.312947e-001	4.299150e-001	3.246036e-001	-1.635944e-001	9.973705e-001
5.283791171287431e-003	3.335615e-002	2.325979e-001	4.215757e-001	3.259254e-001	-1.773679e-001	9.775454e-001
5.319863635787773e-003	5.281273e-002	2.347117e-001	4.078698e-001	3.280673e-001	-1.996260e-001	9.051915e-001
5.377364023597390e-003	7.744247e-002	2.380823e-001	3.856435e-001	3.314780e-001	-2.348894e-001	6.965261e-001
5.445243938875750e-003	9.358409e-002	2.420630e-001	3.588476e-001	3.354989e-001	-2.761202e-001	3.372954e-001
5.525797913059871e-003	9.184752e-002	2.467888e-001	3.263043e-001	3.402626e-001	-3.243917e-001	-1.613842e-001
5.612235304010420e-003	6.871562e-002	2.518613e-001	2.906765e-001	3.453645e-001	-3.752614e-001	-6.481825e-001
5.656108122101690e-003	4.887225e-002	2.544365e-001	2.723066e-001	3.479502e-001	-4.006672e-001	-8.309740e-001
5.685671310787554e-003	3.231312e-002	2.561719e-001	2.597929e-001	3.496910e-001	-4.176160e-001	-9.194216e-001
5.706951214591412e-003	1.952570e-002	2.574212e-001	2.507303e-001	3.509433e-001	-4.297271e-001	-9.636418e-001
5.722786269697082e-003	9.736309e-003	2.583509e-001	2.439568e-001	3.518748e-001	-4.386896e-001	-9.854170e-001
5.740585929910917e-003	-1.356653e-003	2.593959e-001	2.363141e-001	3.529215e-001	-4.487123e-001	-9.982511e-001
5.761497515982771e-003	-1.429062e-002	2.606236e-001	2.273024e-001	3.541505e-001	-4.604153e-001	-9.973918e-001
5.783715336488715e-003	-2.757759e-002	2.619281e-001	2.176858e-001	3.554557e-001	-4.727623e-001	-9.776458e-001
5.819741220112569e-003	-4.714465e-002	2.640432e-001	2.020036e-001	3.575705e-001	-4.925858e-001	-9.055182e-001
5.877171971611996e-003	-7.208083e-002	2.674149e-001	1.768335e-001	3.609381e-001	-5.236617e-001	-6.973915e-001
5.942725310398831e-003	-8.825995e-002	2.712632e-001	1.478816e-001	3.647762e-001	-5.582971e-001	-3.521502e-001
6.022367835089901e-003	-8.701538e-002	2.759377e-001	1.124373e-001	3.694309e-001	-5.990968e-001	1.400791e-001
6.116298164156825e-003	-6.224880e-002	2.814495e-001	7.039762e-002	3.749087e-001	-6.452808e-001	6.674082e-001
6.158733940463719e-003	-4.311306e-002	2.839391e-001	5.133767e-002	3.773793e-001	-6.654183e-001	8.400388e-001
6.187521326800269e-003	-2.693939e-002	2.856276e-001	3.838390e-002	3.790537e-001	-6.788106e-001	9.239308e-001
6.208312884011021e-003	-1.446173e-002	2.868469e-001	2.902291e-002	3.802622e-001	-6.883453e-001	9.658926e-001
6.223811013392738e-003	-4.910459e-003	2.877557e-001	2.204373e-002	3.811627e-001	-6.953761e-001	9.864921e-001
6.241831052304265e-003	6.274924e-003	2.888122e-001	1.392867e-002	3.822092e-001	-7.034681e-001	9.986830e-001
6.261961500163601e-003	1.866656e-002	2.899924e-001	4.864345e-003	3.833777e-001	-7.124011e-001	9.971771e-001
6.284470059062255e-003	3.204860e-002	2.913118e-001	-5.266832e-003	3.846835e-001	-7.222544e-001	9.766377e-001
6.320959310200221e-003	5.169487e-002	2.934501e-001	-2.167427e-002	3.867987e-001	-7.379200e-001	9.022442e-001
6.379081849261681e-003	7.647027e-002	2.968551e-001	-4.775475e-002	3.901638e-001	-7.620691e-001	6.887410e-001
6.446336519995152e-003	9.223123e-002	3.007932e-001	-7.781272e-002	3.940512e-001	-7.887421e-001	3.308249e-001
6.527153338626807e-003	9.020054e-002	3.055224e-001	-1.136944e-001	3.987131e-001	-8.189269e-001	-1.697830e-001
6.613076395494339e-003	6.700625e-002	3.105471e-001	-1.515430e-001	4.036583e-001	-8.487018e-001	-6.521977e-001
6.656649807849786e-003	4.724283e-002	3.130937e-001	-1.705800e-001	4.061616e-001	-8.628614e-001	-8.328626e-001
6.686052263101665e-003	3.077114e-002	3.148113e-001	-1.833354e-001	4.078491e-001	-8.720512e-001	-9.203603e-001
6.707231349799039e-003	1.805335e-002	3.160481e-001	-1.924791e-001	4.090637e-001	-8.784865e-001	-9.641106e-001
6.722996990927376e-003	8.317298e-003	3.169686e-001	-1.992588e-001	4.099674e-001	-8.831760e-001	-9.856414e-001
6.740841805024802e-003	-2.789952e-003	3.180103e-001	-2.069042e-001	4.109899e-001	-8.883794e-001	-9.983449e-001
6.761592893618249e-003	-1.560669e-002	3.192213e-001	-2.157596e-001	4.121781e-001	-8.942897e-001	-9.973483e-001
6.783870484054448e-003	-2.890764e-002	3.205210e-001	-2.252168e-001	4.134530e-001	-9.004656e-001	-9.774403e-001
6.819991660625001e-003	-4.848226e-002	3.226275e-001	-2.404301e-001	4.155185e-001	-9.101038e-001	-9.048494e-001
6.877564848624887e-003	-7.336378e-002	3.259832e-001	-2.644052e-001	4.188061e-001	-9.244950e-001	-6.956201e-001
6.943641529931847e-003	-8.946244e-002	3.298313e-001	-2.914748e-001	4.225726e-001	-9.395199e-001	-3.467564e-001
7.023587723074590e-003	-8.783813e-002	3.344824e-001	-3.234925e-001	4.271198e-001	-9.555317e-001	1.476641e-001
7.118369778360245e-003	-6.237815e-002	3.399910e-001	-3.605672e-001	4.324970e-001	-9.713890e-001	6.770445e-001
7.160081784425078e-003	-4.340300e-002	3.424130e-001	-3.765233e-001	4.348586e-001	-9.772790e-001	8.446032e-001
7.188474202225441e-003	-2.737048e-002	3.440605e-001	-3.871896e-001	4.364643e-001	-9.809045e-001	9.262046e-001
7.209015446186126e-003	-1.501087e-002	3.452519e-001	-3.948219e-001	4.376252e-001	-9.833329e-001	9.670262e-001
7.224340202249126e-003	-5.551660e-003	3.461404e-001	-4.004656e-001	4.384907e-001	-9.850380e-001	9.870313e-001
7.242474818690603e-003	5.716727e-003	3.471915e-001	-4.070898e-001	4.395145e-001	-9.869376e-001	9.988824e-001
7.262201268021593e-003	1.786763e-002	3.483346e-001	-4.142336e-001	4.406275e-001	-9.888586e-001	9.970629e-001
7.284860043658475e-003	3.134091e-002	3.496470e-001	-4.223464e-001	4.419051e-001	-9.908776e-001	9.761082e-001
7.321588540023499e-003	5.109437e-002	3.517731e-001	-4.352773e-001	4.439741e-001	-9.937235e-001	9.005323e-001
7.380067449494820e-003	7.594878e-002	3.551556e-001	-4.553818e-001	4.472634e-001	-9.971621e-001	6.842381e-001
7.446982487344878e-003	9.149293e-002	3.590219e-001	-4.776297e-001	4.510199e-001	-9.994452e-001	3.269920e-001
7.527954021152830e-003	8.928750e-002	3.636941e-001	-5.034035e-001	4.555548e-001	-9.998457e-001	-1.747386e-001
7.613553538996375e-003	6.606179e-002	3.686269e-001	-5.294569e-001	4.603360e-001	-9.974558e-001	-6.544673e-001
7.656957544291678e-003	4.634213e-002	3.711252e-001	-5.421267e-001	4.627553e-001	-9.951410e-001	-8.339313e-001
7.686268846230070e-003	2.991966e-002	3.728109e-001	-5.504017e-001	4.643872e-001	-9.931591e-001	-9.208916e-001
7.707390675181489e-003	1.724108e-002	3.740250e-001	-5.562380e-001	4.655621e-001	-9.915220e-001	-9.643759e-001
7.723116860395737e-003	7.535080e-003	3.749285e-001	-5.605100e-001	4.664364e-001	-9.901897e-001	-9.857683e-001
7.740987398427470e-003	-3.580558e-003	3.759548e-001	-5.652890e-001	4.674293e-001	-9.885584e-001	-9.983971e-001
7.761647157003276e-003	-1.633102e-002	3.771409e-001	-5.707241e-001	4.685764e-001	-9.865171e-001	-9.973235e-001
7.783958751297906e-003	-2.964020e-002	3.784211e-001	-5.764699e-001	4.698144e-001	-9.841260e-001	-9.773231e-001
7.820134133403871e-003	-4.921954e-002	3.804954e-001	-5.854983e-001	4.718197e-001	-9.798382e-001	-9.044679e-001
7.877788304899757e-003	-7.407107e-002	3.837980e-001	-5.992655e-001	4.750106e-001	-9.719595e-001	-6.946108e-001
7.944150342302328e-003	-9.012211e-002	3.875945e-001	-6.141506e-001	4.786756e-001	-9.613126e-001	-3.437560e-001
8.024265350695900e-003	-8.828615e-002	3.921702e-001	-6.306415e-001	4.830891e-001	-9.462348e-001	1.518737e-001
8.119519744971474e-003	-6.243917e-002	3.976018e-001	-6.485546e-001	4.883208e-001	-9.251918e-001	6.823443e-001
8.160832595168919e-003	-4.355522e-002	3.999543e-001	-6.556771e-001	4.905844e-001	-9.150303e-001	8.471195e-001
8.189005943933528e-003	-2.760240e-002	4.015568e-001	-6.601967e-001	4.921261e-001	-9.077466e-001	9.274591e-001
8.209407857478618e-003	-1.530908e-002	4.027165e-001	-6.633291e-001	4.932416e-001	-9.022944e-001	9.676512e-001
8.224635912657607e-003	-5.901511e-003	4.035817e-001	-6.655847e-001	4.940737e-001	-8.981282e-001	9.873279e-001
8.242834779272529e-003	5.413304e-003	4.046153e-001	-6.681919e-001	4.950676e-001	-8.930414e-001	9.989868e-001
8.262335299568990e-003	1.742929e-002	4.057222e-001	-6.708874e-001	4.961317e-001	-8.874611e-001	9.969980e-001
8.285078039633935e-003	3.095340e-002	4.070125e-001	-6.738830e-001	4.973719e-001	-8.807849e-001	9.758097e-001
8.321940214005955e-003	5.076633e-002	4.091020e-001	-6.783966e-001	4.993799e-001	-8.695824e-001	8.995694e-001
8.380618001746139e-003	7.566372e-002	4.124242e-001	-6.848457e-001	5.025707e-001	-8.507905e-001	6.817114e-001
8.447347099519132e-003	9.108727e-002	4.161966e-001	-6.910712e-001	5.061911e-001	-8.280163e-001	3.248262e-001
8.528405494208463e-003	8.878303e-002	4.207704e-001	-6.970055e-001	5.105768e-001	-7.983981e-001	-1.775310e-001
8.613818143485443e-003	6.554113e-002	4.255812e-001	-7.016239e-001	5.151839e-001	-7.649500e-001	-6.557235e-001
8.657128340790575e-003	4.584548e-002	4.280167e-001	-7.032458e-001	5.175143e-001	-7.471416e-001	-8.345230e-001
8.686389101968126e-003	2.945027e-002	4.296602e-001	-7.039761e-001	5.190866e-001	-7.347961e-001	-9.211859e-001
8.707479157782324e-003	1.679341e-002	4.308439e-001	-7.043414e-001	5.202187e-001	-7.257437e-001	-9.645228e-001
8.723183437993635e-003	7.104043e-003	4.317248e-001	-7.045211e-001	5.210612e-001	-7.189201e-001	-9.858385e-001
8.741068275400927e-003	-4.016286e-003	4.327275e-001	-7.046317e-001	5.220200e-001	-7.110639e-001	-9.984257e-001
8.761677298202215e-003	-1.673001e-002	4.338824e-001	-7.046487e-001	5.231240e-001	-7.018997e-001	-9.973096e-001
8.784007779950162e-003	-3.004379e-002	4.351328e-001	-7.045156e-001	5.243193e-001	-6.918373e-001	-9.772578e-001
8.820213268083956e-003	-4.962579e-002	4.371583e-001	-7.039535e-001	5.262550e-001	-6.752340e-001	-9.042557e-001
8.877912406064226e-003	-7.446077e-002	4.403821e-001	-7.023216e-001	5.293342e-001	-6.480555e-001	-6.940497e-001
8.944430851022049e-003	-9.048483e-002	4.440922e-001	-6.993260e-001	5.328755e-001	-6.156682e-001	-3.421004e-001
9.024639044811735e-003	-8.852965e-002	4.485562e-001	-6.940478e-001	5.371333e-001	-5.751908e-001	1.541940e-001
9.120190707992719e-003	-6.245464e-002	4.538630e-001	-6.858953e-001	5.421876e-001	-5.250726e-001	6.854201e-001
9.161271527148776e-003	-4.362578e-002	4.561405e-001	-6.817022e-001	5.443547e-001	-5.029328e-001	8.485818e-001
9.189317117529520e-003	-2.772017e-002	4.576931e-001	-6.784870e-001	5.458320e-001	-4.876248e-001	9.281884e-001
