time	V(vin)	V(vout)	I(R1)
1.607503107197228e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.617743107197112e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.627983107196995e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.638223107196879e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.648463107196763e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.658703107196646e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.668943107196530e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.679183107196414e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.689423107196297e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.699663107196181e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.709903107196065e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.720143107195948e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.730383107195832e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.740623107195716e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.750863107195599e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.761103107195483e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.771343107195367e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.781583107195250e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.791823107195134e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.802063107195018e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.812303107194902e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.822543107194785e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.832783107194669e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.843023107194553e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.853263107194436e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.863503107194320e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.873743107194204e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.883983107194087e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.894223107193971e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.904463107193855e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.914703107193738e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.924943107193622e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.935183107193506e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.945423107193389e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.955663107193273e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.965903107193157e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.976143107193040e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.986383107192924e-004	0.000000e+000	0.000000e+000	0.000000e+000
1.996623107192808e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.006863107192691e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.017103107192575e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.027343107192459e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.037583107192342e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.047823107192226e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.058063107192110e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.068303107191993e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.078543107191877e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.088783107191761e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.099023107191644e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.109263107191528e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.119503107191412e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.129743107191295e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.139983107191179e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.150223107191063e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.160463107190946e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.170703107190830e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.180943107190714e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.191183107190598e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.201423107190481e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.211663107190365e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.221903107190249e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.232143107190132e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.242383107190016e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.252623107189900e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.262863107189783e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.273103107189667e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.283343107189551e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.293583107189434e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.303823107189318e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.314063107189202e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.324303107189085e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.334543107188969e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.344783107188853e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.355023107188736e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.365263107188620e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.375503107188504e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.385743107188387e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.395983107188271e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.406223107188155e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.416463107188038e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.426703107187922e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.436943107187806e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.447183107187846e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.457423107188007e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.467663107188168e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.477903107188329e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.488143107188491e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.498383107188652e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.508623107188813e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.518863107188974e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.529103107189136e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.539343107189297e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.549583107189458e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.559823107189619e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.570063107189781e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.580303107189942e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.590543107190103e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.600783107190264e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.611023107190425e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.621263107190587e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.631503107190748e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.641743107190909e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.651983107191070e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.662223107191232e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.672463107191393e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.682703107191554e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.692943107191715e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.703183107191877e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.713423107192038e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.723663107192199e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.733903107192360e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.744143107192522e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.754383107192683e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.764623107192844e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.774863107193005e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.785103107193166e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.795343107193328e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.805583107193489e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.815823107193650e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.826063107193811e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.836303107193973e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.846543107194134e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.856783107194295e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.867023107194456e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.877263107194618e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.887503107194779e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.897743107194940e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.907983107195101e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.918223107195262e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.928463107195424e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.938703107195585e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.948943107195746e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.959183107195907e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.969423107196069e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.979663107196230e-004	0.000000e+000	0.000000e+000	0.000000e+000
2.989903107196391e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.000143107196552e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.010383107196714e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.020623107196875e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.030863107197036e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.041103107197197e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.051343107197358e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.061583107197520e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.071823107197681e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.082063107197842e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.092303107198003e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.102543107198165e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.112783107198326e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.123023107198487e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.133263107198648e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.143503107198810e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.153743107198971e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.163983107199132e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.174223107199293e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.184463107199454e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.194703107199616e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.204943107199777e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.215183107199938e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.225423107200099e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.235663107200261e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.245903107200422e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.256143107200583e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.266383107200744e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.276623107200906e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.286863107201067e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.297103107201228e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.307343107201389e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.317583107201550e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.327823107201712e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.338063107201873e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.348303107202034e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.358543107202195e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.368783107202357e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.379023107202518e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.389263107202679e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.399503107202840e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.409743107203002e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.419983107203163e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.430223107203324e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.440463107203485e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.450703107203646e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.460943107203808e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.471183107203969e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.481423107204130e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.491663107204291e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.501903107204453e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.512143107204614e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.522383107204775e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.532623107204936e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.542863107205098e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.553103107205259e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.563343107205420e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.573583107205581e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.583823107205742e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.594063107205904e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.604303107206065e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.614543107206226e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.624783107206387e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.635023107206549e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.645263107206710e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.655503107206871e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.665743107207032e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.675983107207194e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.686223107207355e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.696463107207516e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.706703107207677e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.716943107207838e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.727183107208000e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.737423107208161e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.747663107208322e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.757903107208483e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.768143107208645e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.778383107208806e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.788623107208967e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.798863107209128e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.809103107209290e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.819343107209451e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.829583107209612e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.839823107209773e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.850063107209934e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.860303107210096e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.870543107210257e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.880783107210418e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.891023107210579e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.901263107210741e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.911503107210902e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.921743107211063e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.931983107211224e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.942223107211386e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.952463107211547e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.962703107211708e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.972943107211869e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.983183107212030e-004	0.000000e+000	0.000000e+000	0.000000e+000
3.993423107212192e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.003663107212353e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.013903107212514e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.024143107212675e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.034383107212837e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.044623107212998e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.054863107213159e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.065103107213320e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.075343107213482e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.085583107213643e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.095823107213804e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.106063107213965e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.116303107214126e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.126543107214288e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.136783107214449e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.147023107214610e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.157263107214771e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.167503107214933e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.177743107215094e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.187983107215255e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.198223107215416e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.208463107215578e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.218703107215739e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.228943107215900e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.239183107216061e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.249423107216222e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.259663107216384e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.269903107216545e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.280143107216706e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.290383107216867e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.300623107217029e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.310863107217190e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.321103107217351e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.331343107217512e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.341583107217674e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.351823107217835e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.362063107217996e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.372303107218157e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.382543107218319e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.392783107218480e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.403023107218641e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.413263107218802e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.423503107218963e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.433743107219125e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.443983107219286e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.454223107219447e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.464463107219608e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.474703107219770e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.484943107219931e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.495183107220092e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.505423107220253e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.515663107220415e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.525903107220576e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.536143107220737e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.546383107220898e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.556623107221059e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.566863107221221e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.577103107221382e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.587343107221543e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.597583107221704e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.607823107221866e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.618063107222027e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.628303107222188e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.638543107222349e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.648783107222511e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.659023107222672e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.669263107222833e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.679503107222994e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.689743107223155e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.699983107223317e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.710223107223478e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.720463107223639e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.730703107223800e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.740943107223962e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.751183107224123e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.761423107224284e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.771663107224445e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.781903107224607e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.792143107224768e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.802383107224929e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.812623107225090e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.822863107225251e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.833103107225413e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.843343107225574e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.853583107225735e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.863823107225896e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.874063107226058e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.884303107226219e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.894543107226380e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.904783107226541e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.915023107226703e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.925263107226864e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.935503107227025e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.945743107227186e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.955983107227347e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.966223107227509e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.976463107227670e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.986703107227831e-004	0.000000e+000	0.000000e+000	0.000000e+000
4.996943107227992e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.007183107228154e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.017423107228315e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.027663107228476e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.037903107228637e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.048143107228799e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.058383107228960e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.068623107229121e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.078863107229282e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.089103107229443e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.099343107229605e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.109583107229766e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.119823107229927e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.130063107230088e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.140303107230250e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.150543107230411e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.160783107230572e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.171023107230733e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.181263107230895e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.191503107231056e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.201743107231217e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.211983107231378e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.222223107231539e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.232463107231701e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.242703107231862e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.252943107232023e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.263183107232184e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.273423107232346e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.283663107232507e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.293903107232668e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.304143107232829e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.314383107232991e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.324623107233152e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.334863107233313e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.345103107233474e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.355343107233635e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.365583107233797e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.375823107233958e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.386063107234119e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.396303107234280e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.406543107234442e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.416783107234603e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.427023107234764e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.437263107234925e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.447503107235087e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.457743107235248e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.467983107235409e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.478223107235570e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.488463107235731e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.498703107235893e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.508943107236054e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.519183107236215e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.529423107236376e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.539663107236538e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.549903107236699e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.560143107236860e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.570383107237021e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.580623107237183e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.590863107237344e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.601103107237505e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.611343107237666e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.621583107237827e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.631823107237989e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.642063107238150e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.652303107238311e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.662543107238472e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.672783107238634e-004	0.000000e+000	0.000000e+000	0.000000e+000
5.683023107238795e-004	0.000000e+000	0.000000e+000	0.000000e+000
